2025-12-22 04:54:40 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:54:40 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:54:40 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:54:41 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:54:43 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:54:43 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:54:43 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:54:44 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:55:58 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:55:58 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:55:58 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:55:59 | INFO | "./app\services\llm.py:21": _generate_response - llm provider: gemini
2025-12-22 04:58:47 | INFO | "./app\config\config.py:23": load_config - load config from file: ./config.toml
2025-12-22 04:58:47 | INFO | "./app\services\llm.py:24": _generate_response - llm provider: gemini
2025-12-22 04:58:47 | INFO | "./app\services\llm.py:258": _generate_response - Using Gemini model: gemini-2.5-flash
2025-12-22 04:58:53 | INFO | "./app\config\config.py:23": load_config - load config from file: ./config.toml
2025-12-22 04:58:53 | INFO | "./app\services\llm.py:24": _generate_response - llm provider: gemini
2025-12-22 04:58:53 | INFO | "./app\services\llm.py:258": _generate_response - Using Gemini model: gemini-2.5-flash
2025-12-22 04:59:30 | INFO | "./app\config\config.py:23": load_config - load config from file: ./config.toml
2025-12-22 04:59:30 | INFO | "./app\services\llm.py:24": _generate_response - llm provider: gemini
2025-12-22 04:59:30 | INFO | "./app\services\llm.py:258": _generate_response - Using Gemini model: gemini-2.5-flash
